ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
1214,Checkout returns an error,the same request succeeds after a retry. The customer has already tried restarting the service.,Low,Application,Customer Portal,Search,Standard,15.24,Portal,L2-Application,Yes,2026-09-05T11:15:35.510384+00:00
1215,Firewall blocks application traffic,requests time out from the office network. The support team has attached the latest logs.,Low,Network,Platform,DNS,Business,24.03,Jira,L2-Network,Yes,2026-09-16T16:09:44.560582+00:00
1216,Password reset link is invalid,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Business,4.17,Chat,Security,Yes,2026-09-17T21:44:29.793326+00:00
1217,VPN connection drops repeatedly,connections fail after authentication. The problem is reproducible from the production environment.,Low,Network,Platform,Load Balancer,Enterprise,10.22,Jira,L2-Network,No,2026-09-10T10:10:37.019358+00:00
1218,Backup job failed overnight,the issue is affecting reporting and analytics. The support team has attached the latest logs.,High,Database,Data Services,Query Engine,Business,15.73,Chat,L3-Database,Yes,2026-08-22T15:36:38.100699+00:00
1219,Intermittent network connectivity,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,VPN,Enterprise,30.33,Jira,L2-Network,Yes,2026-09-07T21:53:14.925095+00:00
1220,Docking station disconnects,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Printer,Business,22.13,Email,L1-Hardware,Yes,2026-09-10T22:53:52.063916+00:00
1221,Replication is lagging,connections remain open after requests finish. The issue is currently affecting several users.,Low,Database,Data Services,MySQL,Standard,7.96,Email,L3-Database,No,2026-08-29T15:56:38.087046+00:00
1222,Reports are running much slower,replica data is several minutes behind primary. This started after a recent configuration change.,High,Database,Data Services,Query Engine,Standard,7.46,Jira,L3-Database,Yes,2026-09-16T12:49:03.823428+00:00
1223,Laptop will not power on,a replacement may be required if troubleshooting fails. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Dock,Business,19.22,Portal,L1-Hardware,Yes,2026-09-05T06:37:34.673548+00:00
1224,Laptop will not power on,the peripheral is intermittently unavailable. The issue is currently affecting several users.,High,Hardware,Workplace IT,Printer,Standard,13.94,Portal,L1-General,Yes,2026-09-12T19:56:26.461959+00:00
1225,Unexpected permission change detected,the authentication flow stops before completion. The issue is currently affecting several users.,High,Access,Identity,IAM,Standard,29.61,Jira,L1-General,Yes,2026-08-28T13:18:06.818641+00:00
1226,Load balancer health checks failing,connections fail after authentication. The issue is currently affecting several users.,High,Network,Platform,Firewall,Enterprise,4.69,Email,L1-Hardware,Yes,2026-08-25T17:09:39.484392+00:00
1227,Database queries are timing out,connections remain open after requests finish. The customer has already tried restarting the service.,Medium,Database,Data Services,Backup,Enterprise,5.59,Jira,L3-Database,Yes,2026-08-28T02:07:38.157790+00:00
1228,Printer is unavailable,the issue affects a single employee workstation. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Dock,Standard,32.03,Portal,L1-Hardware,Yes,2026-08-29T05:39:23.738665+00:00
1229,External monitor is not detected,a replacement may be required if troubleshooting fails. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Dock,Standard,22.22,Chat,L1-Hardware,Yes,2026-09-02T18:17:36.623384+00:00
1230,Docking station disconnects,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,High,Hardware,Workplace IT,Laptop,Standard,6.31,Chat,L1-Hardware,No,2026-08-30T22:57:30.691510+00:00
1231,Firewall blocks application traffic,connections fail after authentication. The customer has already tried restarting the service.,High,Network,Platform,Firewall,Business,8.83,Portal,L2-Network,No,2026-09-17T00:16:10.263326+00:00
1232,Printer is unavailable,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Laptop,Standard,23.22,Portal,L1-Hardware,No,2026-08-22T12:16:35.401513+00:00
1233,Docking station disconnects,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Printer,Standard,21.95,Portal,L1-Hardware,No,2026-08-30T09:08:56.197944+00:00
1234,VPN connection drops repeatedly,packets appear to be dropped intermittently. The support team has attached the latest logs.,High,Network,Platform,Firewall,Business,2.66,Chat,L2-Network,No,2026-09-03T16:15:06.463324+00:00
1235,Backup job failed overnight,replica data is several minutes behind primary. The customer has already tried restarting the service.,High,Database,Data Services,Query Engine,Enterprise,10.17,Portal,L3-Database,Yes,2026-09-13T22:36:17.243165+00:00
1236,External monitor is not detected,restarting the device did not resolve the problem. The issue is currently affecting several users.,High,Hardware,Workplace IT,Laptop,Standard,25.36,Portal,L1-Hardware,Yes,2026-09-08T15:40:38.966417+00:00
1237,Load balancer health checks failing,requests time out from the office network. The issue is currently affecting several users.,Low,Network,Platform,DNS,Business,27.56,Chat,L2-Network,Yes,2026-08-26T10:56:31.096365+00:00
1238,Replication is lagging,replica data is several minutes behind primary. The problem is reproducible from the production environment.,Medium,Database,Data Services,MySQL,Enterprise,24.67,Chat,L3-Database,Yes,2026-09-10T19:13:50.872730+00:00
1239,VPN connection drops repeatedly,requests time out from the office network. This started after a recent configuration change.,Low,Network,Platform,DNS,Enterprise,0.54,Portal,L2-Network,No,2026-09-15T17:06:08.333606+00:00
1240,Printer is unavailable,restarting the device did not resolve the problem. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Keyboard,Standard,20.13,Jira,L1-Hardware,Yes,2026-08-31T16:37:29.041498+00:00
1241,Application page shows a blank screen,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Low,Application,Customer Portal,Authentication,Standard,20.49,Portal,L2-Network,No,2026-08-21T14:00:04.568692+00:00
1242,User cannot access internal application,login works for other accounts but not this user. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Standard,9.07,Email,Security,No,2026-09-07T02:29:42.583257+00:00
1243,Keyboard stops responding,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Monitor,Business,10.44,Email,L1-Hardware,No,2026-09-04T04:45:38.601053+00:00
1244,API requests return HTTP 500,customers are unable to complete the workflow. The customer has already tried restarting the service.,High,Application,Customer Portal,Checkout,Standard,32.04,Jira,L2-Application,Yes,2026-08-23T03:05:41.801943+00:00
1245,Load balancer health checks failing,packets appear to be dropped intermittently. This started after a recent configuration change.,Medium,Network,Platform,Firewall,Standard,15.35,Portal,L2-Network,No,2026-09-16T02:27:38.866383+00:00
1246,SSO login returns access denied,login works for other accounts but not this user. The support team has attached the latest logs.,Medium,Access,Identity,Password Reset,Business,18.59,Portal,Security,Yes,2026-08-28T01:18:23.012095+00:00
1247,API requests return HTTP 500,customers are unable to complete the workflow. This started after a recent configuration change.,Medium,Application,Customer Portal,Authentication,Business,27.7,Jira,L2-Application,Yes,2026-08-29T08:18:47.434586+00:00
1248,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. This started after a recent configuration change.,Low,Application,Customer Portal,Authentication,Standard,20.95,Chat,L2-Application,No,2026-09-19T12:11:34.621406+00:00
1249,Application page shows a blank screen,the UI shows an unexpected error message. The customer has already tried restarting the service.,High,Application,Customer Portal,Notifications,Enterprise,20.2,Jira,L2-Application,Yes,2026-08-29T16:42:45.446677+00:00
1250,Replication is lagging,the issue is affecting reporting and analytics. The support team has attached the latest logs.,High,Database,Data Services,Replication,Standard,31.17,Chat,L3-Database,Yes,2026-09-19T13:53:10.848439+00:00
1251,Password reset link is invalid,the user receives an access denied response. The problem is reproducible from the production environment.,Low,Access,Identity,SSO,Enterprise,24.9,Jira,Security,Yes,2026-09-04T22:36:30.696431+00:00
1252,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. This started after a recent configuration change.,Medium,Application,Customer Portal,Notifications,Standard,12.48,Jira,L2-Application,Yes,2026-08-29T13:40:08.013557+00:00
1253,External monitor is not detected,a replacement may be required if troubleshooting fails. The issue is currently affecting several users.,High,Hardware,Workplace IT,Keyboard,Standard,11.29,Email,L1-Hardware,Yes,2026-08-22T07:20:23.984487+00:00
1254,VPN connection drops repeatedly,users cannot stay connected to the corporate network. The support team has attached the latest logs.,High,Network,Platform,VPN,Standard,21.1,Chat,L2-Network,Yes,2026-09-09T06:54:55.119746+00:00
1255,MFA challenge is failing,the event should be reviewed for security impact. The problem is reproducible from the production environment.,Low,Access,Identity,Permissions,Standard,9.62,Jira,Security,No,2026-09-17T10:04:32.593429+00:00
1256,User cannot access internal application,login works for other accounts but not this user. The issue is currently affecting several users.,High,Access,Identity,SSO,Enterprise,32.26,Jira,Security,Yes,2026-09-01T05:57:54.871767+00:00
1257,External monitor is not detected,restarting the device did not resolve the problem. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Laptop,Enterprise,11.75,Chat,L1-Hardware,Yes,2026-09-10T18:25:24.596766+00:00
